Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
GBL0106500237A1,PARACETAMOL,PARACETAMOL,SIRUP; 120 MG,BOTOL @ 60 ML,ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2024-09-12,2027-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.3,False,1
GBL0133202710A1,PARACETAMOL,PARACETAMOL,TABLET; 500 MG,"DUS,10 STRIP @ 10 TABLET",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2020-05-26,2025-05-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL0133202837A1,PARACETAMOL,PARACETAMOL,SIRUP; 120 MG,BOTOL @ 60 ML,PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2021-12-27,2026-12-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL0133203263A1,ANTASIDA,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,TABLET KUNYAH; 200 MG,"DUS,10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2024-06-21,2029-01-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.6,False,1
GBL0325903263A1,ANTASIDA DOEN,,TABLET KUNYAH,BOTOL PLASTIK @ 100 TABLET KUNYAH,TRIMAN - Indonesia,TRIMAN,Indonesia,2022-12-26,2027-12-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL0325903263A2,ANTASIDA DOEN,,TABLET KUNYAH,"DUS, 10 STRIP @ 10 TABLET KUNYAH",TRIMAN - Indonesia,TRIMAN,Indonesia,2022-12-26,2027-12-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL0334002437A1,PARACETAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-01-23,2029-08-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.6,False,1
GBL0403604263A2,ANTASIDA DOEN,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,TABLET KUNYAH; 200 MG /261.5 MG,BOTOL PLASTIK @ 100 TABLET KUNYAH,CANDRA NUSANTARA JAYA - Indonesia,CANDRA NUSANTARA JAYA,Indonesia,2022-06-04,2026-07-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.1,False,1
GBL0410905337A1,PARACETAMOL,PARACETAMOL,SIRUP,BOTOL @ 60 ML,PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL - Indonesia,PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL,Indonesia,2022-02-10,2027-02-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL0434004763A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,BOTOL PLASTIK @ 100 TABLET KUNYAH,NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2025-06-25,2029-11-15,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.4,False,1
GBL0434004763A2,ANTASIDA DOEN,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,TABLET KUNYAH; 200.00 MG /261.45 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2024-09-06,2028-02-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.4,False,1
GBL0434004904A2,PARACETAMOL,PARACETAMOL,KAPLET; 500 mg,"DUS,10 STRIP @ 10 KAPLET",NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2022-01-06,2027-01-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL0606504763A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH ;; DUS, 10 STRIP @ 10 TABLET KUNYAH",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2025-11-01,2030-11-01,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,2
GBL0806505704A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,"DUS,  10 STRIP @ 10 KAPLET ;; DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-04-22,2024-10-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.5,True,2
GBL0830908863A2,ANTASIDA DOEN,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,TABLET KUNYAH; 200 MG /200 MG,"DUS, 10 STRIP @ 10 TABLET KUNYAH",MOLEX AYUS - Indonesia,MOLEX AYUS,Indonesia,2021-12-20,2026-08-09,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.6,False,1
GBL0918906537A1,PARACETAMOL,PARACETAMOL,SIRUP,"BOTOL PLASTIK @ 60 ML ;; DUS, 1 BOTOL PLASTIK @60 ML",PIM PHARMACEUTICALS - Indonesia,PIM PHARMACEUTICALS,Indonesia,2025-06-19,2026-05-04,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,0.9,True,2
GBL0934008633A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,SUSPENSI; 261.44 MG /200 MG,BOTOL PLASTIK @ 60 ML,NOVAPHARIN - Indonesia,NOVAPHARIN,Indonesia,2024-08-05,2029-08-05,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL0936702304A1,PARACETAMOL,,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2024-04-01,2028-11-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.7,False,1
GBL1025803510A1,GUAIFENESIN,GUAIFENESIN,TABLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET ;; DUS, 10 STRIP @ 10 TABLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2024-11-16,2029-11-16,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
GBL1109320337A1,LACTULOSE,LACTULOSE,SIRUP,BOTOL @ 60 ML ;; BOTOL @ 120 ML,IKAPHARMINDO PUTRAMAS Tbk. - Indonesia,IKAPHARMINDO PUTRAMAS Tbk.,Indonesia,2026-04-10,2031-04-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
GBL1136702963A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET KUNYAH",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2025-07-04,2030-05-05,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.8,False,1
GBL1226300804A1,PARACETAMOL,,KAPLET,BOTOL PLASTIK @ 100 KAPLET,UNIVERSAL PHARMACEUTICAL INDUSTRIES - Indonesia,UNIVERSAL PHARMACEUTICAL INDUSTRIES,Indonesia,2022-04-02,2027-04-02,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL1409608637A1,PARACETAMOL,,SIRUP,BOTOL PLASTIK @ 60 ML,IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2021-12-06,2026-10-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.9,False,1
GBL1425804263A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH ;; DUS, 10 STRIP @ 10 TABLET KUNYAH",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2025-02-13,2029-12-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.8,False,2
GBL1428912323A1,ORALIT,DEXTROSE ANHYDRATE. SODIUM CHLORIDE. POTASSIUM CHLORIDE. SODIUM CITRATE,"SERBUK; 2,7 G /0,52 G /0,3 G /0,58 G","DUS, 100 SACHET @ 4,24 G",RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2020-01-02,2025-01-02,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL1533312610A1,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET ;; DUS, 10 BLISTER @ 10 TABLET",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2025-12-26,2030-06-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.5,False,2
GBL1533312737A1,PARACETAMOL,PARACETAMOL,SIRUP,BOTOL PLASTIK @ 60 ML,MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2025-09-26,2030-09-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1612526216A1,TABLET TAMBAH DARAH NEO,FOLIC ACID. FERROUS FUMARATE,TABLET SALUT GULA; 0.40 MG /182.54 MG,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2022-02-10,2026-12-19,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.9,False,1
GBL1613612617A1,TABLET TAMBAH DARAH,,TABLET SALUT SELAPUT,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT ;; DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT",LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2021-06-23,2026-06-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
GBL1615719037A1,LACTULOSE,,SIRUP,"DUS, 1 BOTOL @ 60 ML",ETERCON PHARMA - Indonesia,ETERCON PHARMA,Indonesia,2024-12-02,2028-10-15,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.9,False,1
GBL1619932616A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT GULA,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT GULA ;; DUS, 3 STRIP @ 10 TABLET SALUT GULA ;; DUS, 10 STRIP @ 10 TABLET SALUT GULA",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2025-11-23,2030-11-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,3
GBL1641600337A1,PARACETAMOL,,SIRUP,"DUS, 1 BOTOL @ 60 ML",UNITED FARMATIC INDONESIA - Indonesia,UNITED FARMATIC INDONESIA,Indonesia,2024-09-02,2029-08-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL1709224736A1,PARACETAMOL,PARACETAMOL,DROPS; 60 MG,"DUS, 1 BOTOL @ 15 ML",IFARS PHARMACEUTICAL LABORATORIES - Indonesia,IFARS PHARMACEUTICAL LABORATORIES,Indonesia,2023-01-20,2028-01-20,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1715207063A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,BOTOL PLASTIK @ 100 TABLET KUNYAH,MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2025-08-06,2028-08-01,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,3.0,False,1
GBL1720940216A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,"TABLET SALUT GULA; 182,0 MG /0,400 MG","DUS, 3 STRIP @ 10 TABLET SALUT GULA",INDOFARMA - Indonesia,INDOFARMA,Indonesia,2022-02-21,2027-02-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1726011704A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",TROPICA MAS PHARMACEUTICALS - Indonesia,TROPICA MAS PHARMACEUTICALS,Indonesia,2024-07-01,2028-01-24,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.6,False,1
GBL1731409004A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",LLOYD PHARMA INDONESIA - Indonesia,LLOYD PHARMA INDONESIA,Indonesia,2025-07-21,2028-11-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.4,False,1
GBL1733313963A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,"TABLET KUNYAH; 261,45 MG /200 MG","DUS, 10 BLISTER @ 10 TABLET KUNYAH",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2022-01-06,2027-01-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1733314033A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,SUSPENSI; 200 MG,BOTOL PLASTIK @ 60 ML,MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2022-02-22,2027-01-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.9,False,1
GBL1809610133A1,ANTASIDA DOEN,,SUSPENSI,BOTOL PLASTIK @ 60 ML,IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2024-12-13,2029-02-28,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.2,False,1
GBL1809611063A1,ANTASIDA DOEN,,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 STRIP  @ 10 TABLET KUNYAH ;; DUS, 10 STRIP @ 10 TABLET KUNYAH",IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2024-10-13,2029-10-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
GBL1809611063A2,ANTASIDA DOEN,,TABLET KUNYAH,BOTOL PLASTIK @ 100 TABLET KUNYAH,IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2024-08-15,2029-04-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.7,False,1
GBL1815628137A1,PARACETAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML ;; BOTOL PLASTIK @ 60 ML",MEPROFARM - Indonesia,MEPROFARM,Indonesia,2025-04-03,2029-04-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.1,False,2
GBL1816912463A3,ANTASIDA DOEN,,TABLET KUNYAH,POT PLASTIK @ 100 TABLET KUNYAH,MUTIARA MUKTI FARMA - Indonesia,MUTIARA MUKTI FARMA,Indonesia,2019-10-12,2024-10-12,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,True,1
GBL1825904804A1,PARACETAMOL,,KAPLET,BOTOL PLASTIK @ 100 KAPLET,TRIMAN - Indonesia,TRIMAN,Indonesia,2024-11-05,2029-03-29,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.4,False,1
GBL1825904804A2,PARACETAMOL,,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET ;; DUS, 10 STRIP @ 10 KAPLET",TRIMAN - Indonesia,TRIMAN,Indonesia,2024-09-24,2029-09-24,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,2
GBL1833316016A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT GULA,"DUS, 10 STRIP @ 10 TABLET SALUT GULA ;; DUS, 3 STRIP @ 10 TABLET SALUT GULA ;; DUS,  10 STRIP @ 10 TABLET SALUT GULA",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2024-11-18,2029-07-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.7,False,3
GBL1843600109A1,PARACETAMOL,PARACETAMOL,KAPLET SALUT SELAPUT; 500 MG,"DUS, 10 BLISTER @ 10 KAPLET SALUT SELAPUT",LEMBAGA FARMASI ANGKATAN LAUT DRS.MOCHAMAD KAMAL - Indonesia,LEMBAGA FARMASI ANGKATAN LAUT DRS.MOCHAMAD KAMAL,Indonesia,2024-09-04,2025-08-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,1.0,True,1
GBL1904006963A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,"KAPLET KUNYAH; 261,44 mg /200 MG","DUS, 10 STRIP @ 10 KAPLET KUNYAH",CIUBROS FARMA - Indonesia,CIUBROS FARMA,Indonesia,2021-05-01,2026-05-01,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL1906318716A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,"TABLET SALUT GULA; 182,54 MG /0,4 MG","DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT GULA",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2024-08-05,2029-08-05,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1907923104A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 25 AMPLOP @ 1 STRIP @ 4 KAPLET",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2025-12-07,2030-12-07,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1907923410A1,ATTAPULGITE,ATTAPULGITE,TABLET; 650 MG,"DUS, 25 AMPLOP @ 1 STRIP @ 4 TABLET",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2024-09-12,2029-09-12,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1914108816A1,TABLET TAMBAH DARAH,FOLIC ACID. FERROUS FUMARATE,"TABLET SALUT GULA; 0,40 MG /201,80 MG","DUS, 10 STRIP @ 10 TABLET SALUT GULA ;; DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT GULA",MARIN LIZA FARMASI - Indonesia,MARIN LIZA FARMASI,Indonesia,2024-08-27,2029-08-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
GBL1921024910A1,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2025-12-31,2030-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1921026504A1,PARACETAMOL,PARACETAMOL,KAPLET; 650 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2019-09-18,2024-09-18,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL1921026637A1,PARACETAMOL,PARACETAMOL,SIRUP,BOTOL @ 60 ML,PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2025-03-19,2029-09-28,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.5,False,1
GBL1927915563A1,ANTASIDA DOEN,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET KUNYAH",PABRIK PHARMASI ZENITH - Indonesia,PABRIK PHARMASI ZENITH,Indonesia,2024-10-13,2029-10-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL1928918117A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT SELAPUT,"DUS, 10 STRIP @ 10 TABLET SALUT SELAPUT ;; DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT",RAMA EMERALD MULTI SUKSES - Indonesia,RAMA EMERALD MULTI SUKSES,Indonesia,2025-08-01,2030-02-14,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.5,False,2
GBL1930912037A1,PARACETAMOL,PARACETAMOL,SIRUP; 120 MG,"DUS, 1 BOTOL @ 60 ML",MOLEX AYUS - Indonesia,MOLEX AYUS,Indonesia,2019-11-29,2024-11-29,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL1933546558A1,PARACETAMOL,PARACETAMOL,ENEMA,"DUS, 5 ALUBAG @ 1 RECTAL TUBE @ 2,5 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-12-17,2030-12-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL1939204410A1,FOLIC ACID,FOLIC ACID,TABLET,"DUS, 10 STRIP @ 10 TABLET",MEGA LIFESCIENCES INDONESIA - Indonesia,MEGA LIFESCIENCES INDONESIA,Indonesia,2021-07-28,2024-07-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.0,True,1
GBL1944400723A1,ORALIT,POTASSIUM CHLORIDE. SODIUM CHLORIDE. SODIUM CITRATE DIHYDRATE. DEXTROSE ANHYDRATE,SERBUK; 300.00 MG /520.00 MG /580.00 MG /2700.00 MG,"DUS, 100 SACHET @ 4,1 G",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2019-12-20,2024-12-20,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL1944400833A1,ANTASIDA DOEN,MAGNESIUM ALUMINUM HYDROXIDE,SUSPENSI; 500MG,BOTOL @ 60 ML,KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2019-12-20,2024-12-20,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,True,1
GBL2005064437A1,LACTULOSE,LACTULOSE,SIRUP,"DUS, 1 BOTOL @ 60 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-12-15,2027-04-05,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,1.3,False,1
GBL2005064916A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,TABLET SALUT GULA; 180 MG /400  MCG,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2024-09-10,2027-09-28,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.0,False,1
GBL2005064916A2,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,TABLET SALUT GULA; 180 MG /400 MCG,"DUS, 1 BOTOL @ 100 TABLET SALUT GULA",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2024-09-10,2029-09-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2017114710A1,FOLIC ACID,FOLIC ACID,TABLET; 1 MG,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET",HOLI PHARMA - Indonesia,HOLI PHARMA,Indonesia,2020-12-03,2025-12-03,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2025906216A1,TABLET TAMBAH DARAH,FOLIC ACID. FERROUS FUMARATE,TABLET SALUT GULA; 0.40 MG /182.54 MG,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",TRIMAN - Indonesia,TRIMAN,Indonesia,2021-03-06,2026-03-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2025906310A1,ATTAPULGITE,ATTAPULGITE,TABLET; 600 MG,"DUS, 10 STRIP @ 10 TABLET",TRIMAN - Indonesia,TRIMAN,Indonesia,2022-10-06,2027-10-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2039204617A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,"TABLET SALUT SELAPUT; 182,54 MG /0,42 MG","DUS, 20 AMPLOP @ 1 BLISTER @ 30 TABLET SALUT SELAPUT ;; DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET SALUT SELAPUT ;; DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT",MEGA LIFESCIENCES INDONESIA - Indonesia,MEGA LIFESCIENCES INDONESIA,Indonesia,2022-10-19,2027-02-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.3,False,3
