Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
GBL2040312402A1,VITAMIN A PALMITATE,RETINOL PALMITATE,"KAPSUL LUNAK; 58,82 MG",BOTOL PLASTIK @ 30 KAPSUL LUNAK,NATURA LABORATORIA PRIMA - Indonesia,NATURA LABORATORIA PRIMA,Indonesia,2021-01-11,2026-01-11,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2040312402B1,VITAMIN A PALMITATE,RETINOL PALMITATE,"KAPSUL LUNAK; 117,64 MG",BOTOL PLASTIK @ 30 KAPSUL LUNAK,NATURA LABORATORIA PRIMA - Indonesia,NATURA LABORATORIA PRIMA,Indonesia,2021-01-11,2026-01-11,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2044202116A1,TABLET TAMBAH DARAH,FOLIC ACID. FERROUS FUMARATE,TABLET SALUT GULA; 0.4 mg /180 mg,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",QUANTUM LABORATORIS INTERNASIONAL - Indonesia,QUANTUM LABORATORIS INTERNASIONAL,Indonesia,2021-01-13,2026-01-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2101710510A1,PARACETAMOL,PARACETAMOL,TABLET; 500 MG,"DUS, 10 CATCH COVER @ 1 STRIP @ 10 TABLET",AFIFARMA - Indonesia,AFIFARMA,Indonesia,2022-11-10,2027-11-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2117114810A1,ATTAPULGITE,ATTAPULGITE,TABLET; 600 MG,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET",HOLI PHARMA - Indonesia,HOLI PHARMA,Indonesia,2021-03-23,2026-03-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL2117115416A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT GULA,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",HOLI PHARMA - Indonesia,HOLI PHARMA,Indonesia,2025-12-23,2030-12-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
GBL2127509410A2,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,TABLET; 262 MG /200 MG,BOTOL PLASTIK @ 100 TABLET,YEKATRIA FARMA - Indonesia,YEKATRIA FARMA,Indonesia,2022-03-04,2027-03-04,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2133407004A1,PARACETAMOL,,KAPLET,"DUS, 10 CATCH COVER @ 1 STRIP @ 10 KAPLET",SOLAS LANGGENG SEJAHTERA - Indonesia,SOLAS LANGGENG SEJAHTERA,Indonesia,2021-01-27,2026-01-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,True,1
GBL2137501404A1,PARACETAMOL.,PARACETAMOL,KAPLET; 500 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",ORYZA FARMA INDONESIA - Indonesia,ORYZA FARMA INDONESIA,Indonesia,2021-09-21,2026-09-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2144402163A1,ANTASIDA DOEN,,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET KUNYAH",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2021-03-23,2026-03-23,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,True,1
GBL2144402910A1,PARACETAMOL,,TABLET,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 TABLET",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2021-08-25,2026-08-25,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL2201712204A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 KAPLET",AFIFARMA - Indonesia,AFIFARMA,Indonesia,2025-08-31,2030-08-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2215634610A1,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 20 AMPLOP @ 1 BLISTER @ 10 TABLET ;; DUS, 20 BLISTER @ 10 TABLET",MEPROFARM - Indonesia,MEPROFARM,Indonesia,2025-12-21,2030-02-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.2,False,2
GBL2216010163A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE,TABLET KUNYAH; 262 mg /200 MG,"DUS, 10 CATCH COVER @ 1 STRIP @ 10 TABLET KUNYAH",INTIJAYA META RATNA PHARMINDO - Indonesia,INTIJAYA META RATNA PHARMINDO,Indonesia,2024-06-04,2029-06-04,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2216010204A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 mg,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",INTIJAYA META RATNA PHARMINDO - Indonesia,INTIJAYA META RATNA PHARMINDO,Indonesia,2022-02-08,2027-02-08,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2216010337A1,PARACETAMOL,PARACETAMOL,SIRUP,"BOTOL @ 60 ML ;; DUS, 1 BOTOL @ 50 ML",INTIJAYA META RATNA PHARMINDO - Indonesia,INTIJAYA META RATNA PHARMINDO,Indonesia,2025-11-05,2027-04-07,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,1.4,False,2
GBL2225805704A1,PARACETAMOL,PARACETAMOL,KAPLET; 500.00 MG,"DUS, 10 STRIP @ 10 KAPLET",TRIFA RAYA LABORATORIES - Indonesia,TRIFA RAYA LABORATORIES,Indonesia,2022-01-11,2027-01-11,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2236706416A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,TABLET SALUT GULA; 182.54 MG /0.40 MG,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2022-04-09,2027-04-09,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2244203802A1,RETINOL PALMITATE,,KAPSUL LUNAK,BOTOL PLASTIK @ 30 KAPSUL LUNAK,QUANTUM LABORATORIS INTERNASIONAL - Indonesia,QUANTUM LABORATORIS INTERNASIONAL,Indonesia,2022-07-24,2027-07-24,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL2244203802B1,RETINOL PALMITATE,RETINOL PALMITATE,"KAPSUL LUNAK; 117,64 MG",BOTOL PLASTIK @ 30 KAPSUL LUNAK,QUANTUM LABORATORIS INTERNASIONAL - Indonesia,QUANTUM LABORATORIS INTERNASIONAL,Indonesia,2022-07-24,2027-07-24,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2244204204A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,"DUS, 10 AMPLOP @ 1 BLISTER @ 10 KAPLET",QUANTUM LABORATORIS INTERNASIONAL - Indonesia,QUANTUM LABORATORIS INTERNASIONAL,Indonesia,2024-03-27,2029-03-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2244405916A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT GULA,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT GULA ;; DUS, 10 STRIP @ 10 TABLET SALUT GULA",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2025-12-23,2027-10-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,1.8,False,2
GBL2244406037A1,PARACETAMOL,PARACETAMOL,SIRUP; 120 MG,BOTOL @ 60 ML,KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2022-10-06,2027-10-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2305067210A1,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 10 DUS @ 1 BLISTER @ 10 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-02-27,2030-02-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2305067210A2,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 1 BOTOL @ 100 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-02-27,2030-02-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2322729210A1,PARACETAMOL,PARACETAMOL,TABLET; 500 MG,"DUS, 10 BLISTER @10 TABLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2023-05-17,2028-05-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2333318010A1,FOLIC ACID,FOLIC ACID,TABLET; 1.0 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2024-06-27,2029-06-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2333556448A1,DOCUSATE SODIUM,,TETES TELINGA,"DUS, 1 BOTOL @ 10 ML",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2023-06-25,2028-06-25,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL2408521516A1,TABLET TAMBAH DARAH,FOLIC ACID. FERROUS FUMARATE,TABLET SALUT GULA; 0.4 MG,"DUS, 10 STRIP @ 10 TABLET SALUT GULA",HEXPHARM JAYA LABORATORIES - Indonesia,HEXPHARM JAYA LABORATORIES,Indonesia,2024-03-17,2029-03-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2413326836A1,PARACETAMOL,PARACETAMOL,DROPS; 100 MG,"DUS, 1 BOTOL @ 15 ML",LAPI LABORATORIES - Indonesia,LAPI LABORATORIES,Indonesia,2024-09-12,2029-09-12,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2424802304A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",SUMBER TANUSHU PHARMACEUTICAL INDUSTRI - Indonesia,SUMBER TANUSHU PHARMACEUTICAL INDUSTRI,Indonesia,2024-07-01,2029-07-01,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2433219104A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",PROMEDRAHARDJO FARMASI INDUSTRI - Indonesia,PROMEDRAHARDJO FARMASI INDUSTRI,Indonesia,2025-03-16,2030-03-16,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2437501716A1,TABLET TAMBAH DARAH,FERROUS FUMARATE. FOLIC ACID,TABLET SALUT GULA; 180 MG /400 MCG,"DUS, 3 AMPLOP @ 1 STRIP @ 10 TABLET SALUT GULA",ORYZA FARMA INDONESIA - Indonesia,ORYZA FARMA INDONESIA,Indonesia,2024-09-17,2029-09-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2440101916A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT GULA,"DUS, 20 STRIP @ 10 TABLET SALUT GULA ;; DUS, 20 CATCH COVER @ 1 STRIP @ 10 TABLET SALUT GULA",HARBAT FARMA - Indonesia,HARBAT FARMA,Indonesia,2026-01-08,2030-06-19,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.4,False,2
GBL2458400763A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,TABLET KUNYAH,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET KUNYAH",EMDI MELIA PHARMA - Indonesia,EMDI MELIA PHARMA,Indonesia,2025-09-03,2030-02-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.4,False,1
GBL2458400933A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,SUSPENSI,BOTOL PLASTIK @ 60 ML,EMDI MELIA PHARMA - Indonesia,EMDI MELIA PHARMA,Indonesia,2025-09-03,2030-03-08,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.5,False,1
GBL2521024904A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",PYRIDAM FARMA TBK - Indonesia,PYRIDAM FARMA TBK,Indonesia,2025-12-31,2030-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2523412804A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 20 AMPLOP @ 1 STRIP @ 10 KAPLET",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2025-02-17,2030-02-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2523417617A1,TABLET TAMBAH DARAH,FERROUS FUMARATE | FOLIC ACID,TABLET SALUT SELAPUT,"DUS, 10 AMPLOP @ 1 STRIP @ 10 TABLET SALUT SELAPUT",SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2025-08-13,2030-08-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
GBL2536707323A1,ORALIT,DEXTROSE ANHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM CITRATE DIHYDRATE,SERBUK,"DUS, 50 SACHET @ 4.41 MG",SEJAHTERA LESTARI FARMA - Indonesia,SEJAHTERA LESTARI FARMA,Indonesia,2025-12-31,2030-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,4,5.0,False,1
GBL2538601904A1,PARACETAMOL,PARACETAMOL,KAPLET,"DUS,10 AMPLOP @ 1 STRIP @ 10 KAPLET",SATRIA BUMIKERTA - AMIDA FARMA - Indonesia,SATRIA BUMIKERTA - AMIDA FARMA,Indonesia,2025-04-26,2030-04-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2558401010A1,PARACETAMOL,PARACETAMOL,TABLET,"DUS, 20 AMPLOP @ 1 BLISTER @ 10 TABLET",EMDI MELIA PHARMA - Indonesia,EMDI MELIA PHARMA,Indonesia,2025-11-10,2030-11-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2558402637A1,PARACETAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",EMDI MELIA PHARMA - Indonesia,EMDI MELIA PHARMA,Indonesia,2025-12-31,2030-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2602369136A1,PARACETAMOL,PARACETAMOL,DROPS,"DUS, 1 BOTOL @ 10 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2026-03-14,2031-03-14,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2605069633A1,PARACETAMOL,PARACETAMOL,SUSPENSI,"DUS, 1 BOTOL PLASTIK @ 60 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-01-27,2031-01-27,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL2605069636B1,PARACETAMOL,PARACETAMOL,DROPS,"DUS, 1 BOTOL @ 15 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-04-24,2031-04-24,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL7204602304A1,PARACETAMOL,PARACETAMOL,KAPLET,BOTOL PLASTIK @ 100 KAPLET,PABRIK PHARMASI DAN KIMIA DASA ESA FARMA - Indonesia,PABRIK PHARMASI DAN KIMIA DASA ESA FARMA,Indonesia,2026-04-17,2031-04-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL7216706537A1,OBAT BATUK HITAM,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,BOTOL PLASTIK @ 300 ML,MULIA FARMA SUCI - Indonesia,MULIA FARMA SUCI,Indonesia,2025-02-21,2029-12-25,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,4.8,False,1
GBL7601803904A1,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,BOTOL PLASTIK @ 100 KAPLET,BALATIF - Indonesia,BALATIF,Indonesia,2024-08-15,2027-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.4,False,1
GBL7601803904A2,PARACETAMOL,PARACETAMOL,KAPLET; 500 MG,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",BALATIF - Indonesia,BALATIF,Indonesia,2020-12-03,2025-12-03,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,True,1
GBL7610916537A1,OBAT BATUK HITAM,AMMONIUM CHLORIDE | SUCCUS LIQUIRITIAE,SIRUP,BOTOL @ 120 ML,PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL - Indonesia,PERUSAHAAN DAGANG DAN INDUSTRIE ITRASAL,Indonesia,2022-04-22,2027-04-22,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
GBL7801706558A1,GLYCEROL,,ENEMA,BOTOL PLASTIK @ 100 ML,AFIFARMA - Indonesia,AFIFARMA,Indonesia,2022-08-10,2027-08-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL7802318304A2,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 1 BLISTER @ 10 KAPLET ;; DUS, 10 BLISTER @ 10 KAPLET",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2024-07-25,2029-07-08,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
GBL7815206010A1,SODIUM BICARBONATE,,TABLET,BOTOL PLASTIK @ 100 TABLET,MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2024-10-11,2027-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.2,False,1
GBL7815206404A1,PARACETAMOL,PARACETAMOL,KAPLET,BOTOL PLASTIK @ 100 KAPLET,MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2025-02-17,2027-12-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,2.9,False,1
GBL8106400610A1,GUAIFENESIN,GUAIFENESIN,TABLET,BOTOL PLASTIK @ 100 TABLET,ERLIMPEX - Indonesia,ERLIMPEX,Indonesia,2026-01-15,2031-01-15,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL8127500537A1,PARACETAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",YEKATRIA FARMA - Indonesia,YEKATRIA FARMA,Indonesia,2025-06-25,2030-06-25,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL8509601204A1,PARACETAMOL,,KAPLET,BOTOL PLASTIK @ 100 KAPLET,IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2022-07-22,2027-07-22,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL8509601204A2,PARACETAMOL,,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET",IMFARMIND FARMASI INDUSTRI - Indonesia,IMFARMIND FARMASI INDUSTRI,Indonesia,2024-05-11,2028-02-06,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.7,False,1
GBL8515201537A1,PARACETAMOL,,SIRUP,"DUS, 1 BOTOL PLASTIK @ 60 ML",MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2022-03-10,2027-01-31,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.9,False,1
GBL8713600937A2,OBAT BATUK HITAM,,SIRUP,BOTOL @ 100 ML,LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2020-02-14,2025-01-12,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,4.9,True,1
GBL8715201504A2,PARACETAMOL,PARACETAMOL,KAPLET,"DUS, 10 AMPLOP @ 1 STRIP @ 10 KAPLET ;; DUS, 10 STRIP @ 10 KAPLET",MEGA ESA FARMA - Indonesia,MEGA ESA FARMA,Indonesia,2026-03-18,2030-11-17,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.7,False,2
GBL8919909210A1,FOLIC ACID,FOLIC ACID,TABLET; 1 MG,"DUS, 10 BLISTER @ 10 TABLET",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2022-08-04,2027-08-04,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL9020910937A1,PARACETAMOL,PARACETAMOL,SIRUP; 120 MG,BOTOL PLASTIK @ 60 ML,INDOFARMA - Indonesia,INDOFARMA,Indonesia,2024-09-26,2028-02-22,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,3.4,False,1
GBL9102315637A1,PARACETAMOL,PARACETAMOL,SIRUP,BOTOL PLASTIK @ 60 ML,BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-08-13,2030-08-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL9105010233A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,SUSPENSI,BOTOL PLASTIK @ 60 ML,DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-06-26,2030-06-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,1
GBL9106306133A1,ANTASIDA DOEN,DRIED ALUMINIUM HYDROXIDE GEL | MAGNESIUM HYDROXIDE,SUSPENSI,"DUS, 1 BOTOL PLASTIK @ 60 ML ;; BOTOL PLASTIK @ 60 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2025-08-12,2030-08-12,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,2,5.0,False,2
GBL9113600237A1,PARACETAMOL,,SIRUP,BOTOL @ 60 ML,LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2022-06-10,2027-06-10,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,5.0,False,1
GBL9223401937A1,PARACETAMOL,PARACETAMOL,SIRUP,BOTOL PLASTIK @ 60 ML ;; BOTOL @ 60 ML,SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2025-03-13,2030-03-13,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
GBL9323403333A1,ANTASIDA,MAGNESIUM HYDROXIDE. DRIED ALUMINIUM HYDROXIDE GEL,SUSPENSI; 200 MG /247 mg,BOTOL PLASTIK @ 60 ML ;; 1 BOTOL @ 60 ML,SAMPHARINDO PERDANA - Indonesia,SAMPHARINDO PERDANA,Indonesia,2024-11-19,2029-11-19,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,2
GBL9413604148A1,PHENOL GLYCEROL,PHENOL CRYSTAL,TETES TELINGA,"DUS, 24 BOTOL PLASTIK @ 5 ML",LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2025-05-15,2030-04-22,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.9,False,1
GBL9413604433A1,ANTASIDA DOEN,,SUSPENSI,BOTOL PLASTIK @ 60 ML ;; BOTOL @ 60 ML,LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2023-09-15,2027-07-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,0,3.8,False,2
GBL9507101837A1,PARACETAMOL,PARACETAMOL,SIRUP,"DUS, 1 BOTOL @ 60 ML",PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA - Indonesia,PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA,Indonesia,2025-06-20,2029-08-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,4.2,False,1
GBL9514103110A1,FOLIC ACID,FOLIC ACID,TABLET; 1 MG,BOTOL @ 100 TABLET,MARIN LIZA FARMASI - Indonesia,MARIN LIZA FARMASI,Indonesia,2022-10-26,2027-10-26,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL9514103110A2,FOLIC ACID,FOLIC ACID,TABLET; 1 MG,"DUS, 10 STRIP @ 10 TABLET",MARIN LIZA FARMASI - Indonesia,MARIN LIZA FARMASI,Indonesia,2022-04-21,2027-04-21,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
GBL9518900710A1,SODIUM BICARBONATE,SODIUM BICARBONATE,TABLET,BOTOL PLASTIK @ 100 TABLET,PIM PHARMACEUTICALS - Indonesia,PIM PHARMACEUTICALS,Indonesia,2025-09-12,2030-08-28,Berlaku,Obat Generik Bebas - Lokal,Obat Bebas,Lokal/Lainnya,1,5.0,False,1
